Age,Dependents,Education,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Interest_Rate,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status,Gender_Male,Marital_Status_Married,Marital_Status_Single,Employment_Status_Self-Employed,Employment_Status_Unemployed,Occupation_Type_Freelancer,Occupation_Type_Professional,Occupation_Type_Salaried,Residential_Status_Own,Residential_Status_Rent,Loan_Purpose_Home,Loan_Purpose_Personal,Loan_Purpose_Vehicle,Loan_Type_Unsecured
26,2,0,0,125146,829,738,1,34676,15667,0,36361,144,6.73,1,5,15,0.16,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
40,3,1,0,114442,3332,796,2,21627,5812,0,20236,200,13.48,1,8,21,0.06,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1
48,1,0,2,43506,1446,472,2,7324,10648,0,16994,209,10.41,1,9,28,0.96,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
19,3,0,1,49533,3668,359,1,16483,933,0,11168,16,12.67,0,6,21,0.17,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
36,3,2,1,139554,4178,841,2,23424,24870,0,37978,64,5.43,0,2,29,0.06,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0
43,1,1,2,84736,4170,799,1,19563,2092,0,20603,107,6.84,1,4,15,0.45,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
32,1,0,0,65640,3766,499,2,41723,5737,0,15555,206,4.17,1,4,11,0.58,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
40,0,2,2,148911,4829,701,2,25602,5373,0,30101,215,6.18,0,3,20,0.48,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
40,1,1,1,125061,1130,781,2,31143,27997,0,20302,176,14.17,1,6,16,0.58,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
35,0,2,0,63216,1994,720,0,48927,20613,0,20000,154,5.45,1,2,27,0.16,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
30,1,1,2,102173,2368,701,2,29255,20438,0,29257,19,8.7,1,2,29,0.21,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
41,1,1,2,145781,4707,778,1,11941,16325,1,23626,225,4.89,0,7,20,0.77,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1
31,1,2,1,130840,1056,791,1,42124,23286,0,20107,237,12.27,0,6,20,0.23,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
35,0,1,1,68066,1187,835,1,23619,17434,0,20096,124,4.56,0,7,22,0.29,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1
37,0,0,0,139273,1517,819,2,27758,11988,1,33532,141,5.07,1,5,24,0.58,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1
65,0,0,2,58274,4623,548,0,15018,1295,0,7088,67,6.27,1,7,17,0.76,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1
37,1,0,2,143734,2665,820,0,15544,11406,1,40709,123,9.49,0,2,20,0.12,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1
32,0,0,1,55931,3350,799,2,16258,5493,1,20000,238,7.36,1,6,11,0.66,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
49,2,1,1,67053,3547,776,0,13309,10999,0,20017,86,4.27,0,5,15,0.4,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
33,1,0,2,59859,1633,750,2,14661,29670,0,20000,77,9.03,0,2,9,0.23,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29,2,1,2,56742,1490,806,2,15758,28184,0,20000,176,14.69,1,7,20,0.36,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
38,3,2,0,82653,2498,768,2,43798,28538,0,24021,204,8.58,0,7,22,0.37,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
38,2,1,1,60312,4103,320,0,32551,3452,0,9450,133,10.95,1,7,21,0.69,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0
60,1,1,2,38867,2824,576,1,47579,14368,0,5602,39,6.18,1,3,29,0.67,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
36,3,0,2,105689,3162,782,1,1350,27323,0,22237,144,10.73,0,2,22,0.52,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
44,3,0,0,144520,1857,832,1,19470,6302,0,31469,156,12.1,0,9,5,0.46,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
44,2,0,1,73025,4349,823,0,8132,15237,0,20195,200,6.75,0,2,17,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
59,2,0,2,62286,2253,324,1,42815,17284,1,12554,150,12.74,1,8,14,0.89,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1
44,0,1,2,45065,1624,544,0,33674,28377,0,7403,103,11.26,1,3,21,0.16,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1
25,0,2,0,66629,747,815,1,37479,9107,0,20000,196,10.66,1,8,14,0.67,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
40,1,1,1,142369,3893,739,2,14952,11671,0,24170,129,3.72,1,4,26,0.58,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
24,2,0,1,54615,545,354,1,49783,17750,0,8539,162,8.84,1,2,6,0.89,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0
48,0,0,0,52168,1803,785,2,41873,2490,0,20000,43,7.01,0,7,25,0.72,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0
40,3,0,2,51158,801,787,0,30018,18579,1,20000,89,11.33,1,3,16,0.19,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1
38,3,0,2,116343,2865,757,0,13837,8631,1,33558,146,8.08,0,9,26,0.35,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0
28,1,2,2,110050,1205,755,2,28384,25862,1,28517,100,13.41,0,4,11,0.82,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1
20,2,1,0,69526,502,511,1,23261,8769,0,8724,232,4.86,0,3,23,0.1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
47,0,0,2,20792,4156,410,0,13404,15002,0,5309,44,4.05,1,9,25,0.95,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
43,2,0,2,106875,3788,706,2,36875,15826,0,30505,239,7.56,0,8,27,0.12,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1
47,2,0,2,117274,2027,836,2,230,2747,0,30336,200,4.14,1,0,23,0.05,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1
46,1,1,2,66640,2227,845,2,40567,16724,0,20000,151,12.8,1,9,20,0.67,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
41,1,1,2,61726,2424,724,1,39590,21897,0,20000,130,12.04,1,1,24,0.76,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1
36,2,0,1,92015,3052,804,2,37415,25435,0,20987,164,6.12,1,3,23,0.32,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
41,3,1,2,62845,1338,797,0,7981,7710,0,20000,127,9.24,0,0,29,0.2,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1
25,3,0,1,78278,815,782,2,39393,16432,0,21376,212,8.63,1,7,25,0.14,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1
45,1,0,1,111063,2450,800,1,19612,12163,0,29240,130,5.3,1,0,27,0.48,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1
25,0,0,1,142814,2745,813,0,49459,4622,0,24492,227,4.6,1,2,5,0.2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
47,2,1,1,117162,3199,740,1,25120,2652,0,20401,60,10.81,0,7,16,0.18,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
49,2,2,2,85154,4774,787,1,45230,3818,0,23019,153,7.15,1,0,8,0.21,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
35,3,0,2,135379,551,820,1,8246,17679,0,20720,134,10.51,0,1,8,0.09,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
52,1,1,2,58433,1682,580,1,44666,24931,0,16958,202,10.55,1,1,15,0.43,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
28,1,1,2,80187,832,707,2,11171,8969,0,22737,57,8.78,0,7,19,0.45,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1
31,3,1,2,91288,3699,833,0,30146,12042,0,20377,139,12.61,1,9,29,0.16,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
67,0,1,1,24674,2548,486,0,36926,25095,0,5748,59,3.77,0,0,26,0.23,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1
45,2,2,2,42314,665,572,2,19501,18077,1,13299,53,4.6,0,0,24,0.63,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
44,3,1,1,105164,1983,741,2,25167,18620,1,23368,194,13.07,0,3,15,0.62,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0
56,1,0,1,39290,1529,428,2,24703,14684,0,9030,146,7.83,1,5,10,0.57,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0
35,3,2,2,88634,1095,718,0,30097,6265,1,23988,47,14.39,0,9,9,0.19,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
49,0,0,2,100424,525,736,0,37627,28540,0,23190,125,9.12,0,1,5,0.52,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
38,3,1,2,94089,2193,838,2,30639,5505,0,25940,152,12.32,0,1,14,0.01,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0
32,1,1,2,82494,1933,844,2,17150,18822,0,22337,55,5.54,1,8,6,0.48,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1
44,0,0,1,137360,1080,785,0,6026,6382,0,36801,41,5.06,0,7,8,0.44,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1
40,3,0,2,75122,3109,738,0,30440,18036,0,21810,61,10.74,1,5,7,0.65,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
42,1,1,2,95617,1275,790,2,23736,27756,1,23770,30,12.9,0,4,15,0.26,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
36,3,0,2,84358,4221,733,0,13535,7482,1,20453,87,5.45,1,9,13,0.59,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1
33,2,2,2,145804,3292,710,1,7100,19397,0,20107,218,4.82,0,3,8,0.09,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1
44,0,1,0,123697,1361,842,1,13277,27965,0,31617,193,10.37,1,0,11,0.86,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
49,1,1,0,95612,1503,711,0,32941,19367,0,25289,61,14.93,0,3,17,0.22,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
26,2,1,2,31087,2773,597,0,6491,16173,0,9109,215,10.28,1,4,18,0.17,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
30,0,1,2,53186,2947,366,0,34765,21716,0,21069,109,6.41,0,5,8,0.86,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
55,0,0,2,54758,4760,323,0,3846,21351,0,12572,149,8.42,0,9,24,0.37,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1
46,1,1,2,91137,3756,843,1,28099,6039,0,22985,168,3.56,1,2,23,0.93,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1
47,2,0,2,33026,4228,442,2,11630,16892,0,7076,225,13.04,1,2,14,0.38,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
29,3,2,2,96880,2770,820,1,43402,7770,0,27712,220,11.32,1,7,17,0.95,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
34,2,1,1,52993,3113,733,2,12971,23910,0,20000,123,11.28,1,3,17,0.11,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
47,3,1,2,125991,4818,764,1,30154,13389,0,32475,56,12.46,0,1,7,0.72,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1
35,3,2,2,141328,2475,757,1,24505,13839,1,21429,48,11.91,0,8,29,0.43,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0
38,0,0,2,124509,2978,785,0,20259,29675,1,23016,12,5.18,0,9,7,0.25,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
47,1,0,2,69566,4367,742,1,42844,3637,0,20364,115,6.72,0,1,27,0.84,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
33,3,1,0,59190,3867,486,1,24467,15869,0,21702,185,11.1,0,2,11,0.72,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
31,1,2,2,119627,2922,776,0,47384,20059,0,26221,107,7.17,0,0,25,0.58,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
46,2,2,2,137212,1278,717,2,35350,9794,0,32640,46,7.02,0,2,7,0.38,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
67,0,2,2,52151,997,396,2,40446,22804,1,17397,45,7.08,1,0,20,0.7,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
32,0,1,2,140762,3484,832,0,42604,19384,1,24064,110,8.04,0,6,7,0.79,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
38,0,1,2,94333,3893,791,2,2589,28399,0,21443,102,3.62,0,1,21,0.2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
34,3,2,2,99323,4252,834,0,41763,5080,0,23483,19,11.65,0,5,9,0.57,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
38,2,1,1,125263,4294,706,2,34384,19128,0,22166,119,12.2,1,3,22,0.95,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0
44,1,1,2,76781,1051,769,2,29290,10354,0,20174,110,14.79,0,1,15,0.82,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0
46,0,1,2,120761,3435,847,1,47788,6223,1,22796,226,14.87,0,6,9,0.26,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
37,1,0,1,92279,3151,703,1,46084,11648,0,21258,56,8.95,0,8,25,0.23,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
47,2,1,1,57736,3739,740,2,44701,949,0,20000,25,13.45,1,3,13,0.42,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
41,2,1,1,112818,1601,748,1,29093,16785,1,28656,56,10.44,0,4,16,0.54,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
30,1,1,2,101291,3234,797,1,30997,28293,0,21547,86,4.76,0,9,17,0.84,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
39,1,0,2,138212,4212,746,1,49922,9706,0,21582,98,6.34,0,1,9,0.64,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
57,2,0,2,44868,2289,428,0,11047,25144,0,16891,12,13.12,0,8,10,0.49,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1
29,3,0,2,70158,1580,799,0,16317,6551,0,20839,62,8.55,0,1,10,0.94,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0
32,1,1,0,68409,3322,725,0,23579,23221,0,20368,24,6.57,0,6,16,0.99,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
46,2,1,2,107544,3368,773,0,25849,9510,0,22504,12,13.61,0,1,6,0.59,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
47,3,1,2,83564,1878,771,0,21729,17655,0,23067,166,7.88,1,0,19,0.25,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
33,0,2,1,128893,531,751,1,25029,18142,0,20735,110,14.15,1,0,15,0.64,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
31,3,1,1,64183,4014,748,2,30288,19353,0,20000,18,14.17,1,8,19,0.87,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1
35,0,0,1,68064,4767,440,0,35340,4384,1,23479,237,3.89,1,2,7,0.88,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
63,3,0,2,23001,2187,594,2,17000,11660,1,5552,165,8.66,0,6,17,0.91,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
32,1,0,2,96754,2770,730,2,44902,18277,1,26813,146,14.13,1,7,18,0.18,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1
18,0,1,2,25968,3308,429,0,3544,20315,1,9136,41,14.13,1,3,24,0.31,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
41,1,0,2,104905,3603,734,1,29708,24268,0,24959,196,5.47,1,8,17,0.76,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
30,0,1,2,58301,869,780,1,18788,10232,0,20000,82,8.02,0,2,24,0.86,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1
38,0,1,1,50698,2171,812,0,5666,11247,0,20000,147,4.58,0,9,17,0.25,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
48,3,0,2,119159,3744,774,2,44566,13766,0,28928,107,6.44,0,4,9,0.1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
34,0,0,1,36329,3592,361,2,185,917,0,9309,182,7.4,1,2,17,0.22,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
41,1,1,0,120974,3044,842,2,32534,3184,0,22122,190,10.86,1,3,21,0.13,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1
36,1,1,2,111684,4720,707,1,8220,23930,0,26831,180,5.42,0,1,22,0.37,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
38,2,0,1,21256,1263,478,0,4242,24336,1,7168,54,12.39,0,6,18,0.94,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
40,2,2,2,149009,1866,836,0,43995,29006,0,21671,177,9.52,0,7,25,0.42,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0
27,1,0,1,102678,3497,801,0,39510,23975,0,25948,220,13.78,1,4,5,0.86,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1
41,1,0,2,138539,3160,705,0,39104,632,0,28008,59,8.93,0,0,13,0.8,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
51,1,0,0,55982,1985,387,1,18989,14365,0,11023,90,10.59,0,8,19,0.79,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
30,1,0,2,48384,3802,598,0,7810,8503,0,17389,221,14.56,1,1,18,0.81,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
38,1,2,1,91916,4643,704,0,8778,25666,0,23024,52,9.4,1,2,27,0.43,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
28,1,1,2,120444,2498,800,0,26587,8387,0,27553,188,6.76,1,8,29,0.06,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1
48,3,1,1,106141,1210,756,1,8344,6735,0,31454,92,7.68,1,8,28,0.03,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
23,3,0,2,40910,1357,316,0,7113,6297,0,13052,38,10.1,1,6,21,0.38,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
44,1,1,2,148254,1208,816,2,40921,22985,0,28343,144,14.55,1,9,18,0.36,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
47,1,2,2,66733,2078,781,1,17894,10082,0,20012,57,14.91,0,5,22,0.28,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
58,1,0,2,53426,2432,457,0,38346,6989,0,8843,18,9.47,1,7,17,0.84,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
38,0,1,2,88231,4048,742,2,29792,16211,0,22262,51,3.54,1,3,25,0.05,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
46,0,2,2,108884,2558,844,1,36273,5936,0,20285,107,11.38,1,7,24,0.53,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1
41,2,0,1,142550,3336,846,0,33518,10044,0,42446,173,10.14,0,4,21,0.79,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
57,0,1,2,23660,1814,394,1,46692,8226,0,9251,214,6.18,0,6,11,0.48,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0
43,0,1,1,144202,759,737,2,25973,20524,1,38694,145,7.74,0,9,29,0.76,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
45,3,2,2,53650,4854,819,2,6066,26111,1,20000,130,9.97,0,9,18,0.86,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0
26,2,0,1,108963,642,738,2,17757,19677,0,23380,138,6.84,0,8,10,0.95,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
41,1,2,0,106683,644,797,0,12709,25809,0,32001,229,4.04,0,2,15,0.4,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1
31,1,0,2,89543,4942,812,1,25859,3476,0,23330,89,13.81,1,4,25,0.66,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
27,1,0,1,70651,1987,818,2,46946,27411,0,20163,112,11.65,0,5,20,0.37,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
53,0,0,2,48400,4542,397,2,14662,22717,0,15949,130,5.85,1,6,26,0.07,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1
42,0,2,1,148548,1522,768,0,34567,12955,0,24394,48,10.69,0,9,21,0.71,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0
38,2,0,0,79627,1699,832,0,5601,12167,0,21965,63,5.64,1,8,23,0.59,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
44,0,0,2,136235,3054,792,0,6652,5221,0,24991,169,10.18,0,2,16,0.87,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1
37,1,0,0,103602,2150,765,2,19172,20323,1,25183,61,11.3,0,5,11,0.76,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
66,0,0,2,30124,1506,409,0,14652,1308,1,8284,223,8.02,1,2,17,0.53,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
36,0,0,2,129228,4416,844,0,43817,16840,1,25530,65,11.83,1,9,8,0.45,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
31,3,0,2,112014,964,787,2,30319,2257,1,27375,202,14.93,1,9,24,0.25,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
27,2,2,1,106233,593,741,0,28363,6220,0,23241,97,14.23,1,8,23,0.69,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
29,3,1,2,58000,2814,794,1,39432,23640,0,20000,186,4.13,0,4,28,0.52,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0
45,2,1,0,61634,668,736,1,23324,3167,0,20000,159,6.66,0,5,16,0.14,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0
44,1,0,2,101570,3002,762,1,625,9174,0,22397,198,7.09,1,1,26,0.02,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1
50,3,2,2,67256,2679,562,0,6852,20595,0,17613,113,11.92,1,0,20,0.76,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1
63,2,0,2,37074,2662,392,1,7961,21288,0,14468,190,14.53,0,8,10,0.92,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
33,3,0,2,64621,1532,795,2,12728,25358,0,20000,203,12.39,1,5,25,0.78,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1
44,3,0,2,32455,2940,342,1,29834,16877,0,5087,190,4.73,1,3,18,0.43,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
39,2,2,1,92674,978,841,0,46637,21803,0,20850,82,4.38,0,6,6,0.5,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
26,2,0,2,140105,746,776,0,9717,16501,1,32050,131,5.95,1,9,13,0.63,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
42,2,2,2,93351,2233,826,0,35080,22770,0,22630,42,8.33,1,0,14,0.25,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
28,3,1,2,72108,3871,759,2,8682,12681,0,21185,109,14.49,0,5,28,0.13,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
26,2,2,2,57384,4285,729,1,40566,21881,0,20000,81,11.04,0,1,16,0.19,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1
37,0,1,2,137350,1902,791,1,41578,24094,0,31202,20,14.63,1,1,19,0.58,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
45,0,1,1,96964,745,806,0,3320,13778,0,26114,235,5.4,0,9,15,0.77,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1
42,3,0,2,141207,1379,734,0,2262,21791,0,35130,219,11.95,0,8,18,0.77,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1
44,2,1,2,143301,4048,821,1,2982,19411,0,25557,140,11.3,1,0,16,0.55,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
53,3,0,1,38702,1127,364,2,46049,26120,0,10361,164,4.13,1,1,22,0.2,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
27,0,0,2,72016,3161,810,0,14232,28222,1,20724,22,6.39,0,1,25,0.09,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
31,1,0,1,69500,4799,758,2,13349,7132,0,20349,206,8.39,1,1,12,0.08,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0
26,2,0,1,74429,3248,834,2,21715,23079,0,21787,94,5.39,1,7,29,0.53,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
38,1,1,2,100652,4201,735,0,33682,26921,0,20871,208,7.67,1,6,24,0.05,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1
54,3,1,2,49449,3875,434,1,35758,10742,1,18012,219,6.42,1,2,16,0.4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
26,0,2,2,77133,2540,715,0,16942,20528,1,21360,144,9.32,0,1,18,0.43,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
33,1,2,1,89089,737,825,2,30108,27576,0,20400,221,6.7,1,6,9,0.91,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1
33,2,1,2,34471,4766,421,1,7757,21615,0,7995,32,11.14,0,6,24,0.29,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
46,2,0,2,68769,690,719,1,31146,7576,1,20188,48,7.6,0,4,18,0.44,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1
32,2,0,2,141871,3576,831,1,26003,5212,1,41772,177,6.34,1,1,10,0.23,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
30,1,0,1,61437,1117,704,1,196,3752,0,20000,123,4.45,1,8,19,0.56,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0
52,0,1,2,57637,2728,450,1,10149,3732,0,8417,170,4.33,0,6,29,0.88,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
31,3,0,2,60905,4311,829,1,12692,24628,0,20000,28,10.84,0,1,26,0.71,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
42,3,1,1,59530,4402,837,0,8219,10223,0,20000,113,14.31,0,2,26,0.99,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1
40,2,0,2,53682,636,753,0,11387,28930,1,20000,184,6.62,1,3,23,0.76,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
28,2,1,1,93416,2649,780,0,16639,3179,1,21553,77,7.01,1,5,23,0.76,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
45,0,2,2,67657,3250,842,2,44908,17368,0,20148,98,5.29,0,4,27,0.96,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
28,1,0,2,97124,570,805,0,923,16945,0,21895,79,7.57,1,0,5,0.23,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
40,3,1,2,55093,4459,833,2,40230,29411,0,20000,185,5.24,0,3,8,0.56,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
35,0,0,1,59147,4190,338,1,26601,19071,1,15190,222,3.65,1,1,14,0.94,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
51,3,1,1,47219,4964,553,1,21308,7121,0,16517,127,9.9,0,8,12,0.21,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
