Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
4347,Male,60,Married,1,High School,Employed,Freelancer,Own,Urban,48445,2004,542,0,48568,5695,0,12923,40,Vehicle,9.89,Unsecured,Yes,1,26,0.04,1
4348,Female,30,Married,0,High School,Unemployed,Salaried,Rent,Urban,124938,2111,818,2,13102,19215,0,30381,229,Vehicle,7.86,Unsecured,Yes,4,6,0.25,0
4349,Male,45,Married,0,Graduate,Employed,Professional,Other,Urban,60946,3765,513,2,16719,22292,0,21836,159,Home,4.63,Unsecured,Yes,5,23,0.79,0
4350,Male,42,Married,1,Postgraduate,Unemployed,Freelancer,Rent,Rural,60181,1351,761,0,17002,3894,0,20000,190,Home,4.48,Unsecured,Yes,6,25,0.77,1
4351,Female,62,Married,1,High School,Employed,Salaried,Own,Suburban,35352,4645,431,0,36450,28861,0,13244,84,Education,8.97,Unsecured,Yes,3,6,0.29,0
4352,Female,35,Married,3,High School,Employed,Professional,Own,Urban,69809,3628,726,1,39126,29098,0,20326,197,Education,12.05,Secured,No,7,20,0.49,1
4353,Male,38,Single,3,Postgraduate,Employed,Professional,Rent,Urban,60741,1434,735,1,35642,19941,0,20000,50,Home,10.26,Secured,No,0,17,0.73,1
4354,Female,63,Married,3,Postgraduate,Unemployed,Professional,Own,Urban,48719,842,399,1,14173,21575,0,8161,57,Education,5.24,Secured,No,0,13,0.49,0
4355,Female,47,Married,1,Graduate,Self-Employed,Freelancer,Rent,Urban,146662,1921,760,2,18563,3542,0,43322,71,Vehicle,11.0,Secured,No,4,8,0.36,0
4356,Female,49,Divorced,0,High School,Self-Employed,Freelancer,Own,Urban,52862,1701,796,0,30749,15197,0,20000,182,Vehicle,4.39,Secured,No,6,29,0.0,1
4357,Female,49,Married,1,Graduate,Employed,Professional,Own,Suburban,143784,1221,733,2,23215,4824,0,27771,20,Personal,11.81,Unsecured,No,2,11,0.56,1
4358,Female,28,Married,0,High School,Self-Employed,Salaried,Own,Urban,118245,2020,746,0,41233,670,1,22037,179,Education,4.47,Unsecured,No,2,9,0.31,1
4359,Female,34,Single,1,High School,Unemployed,Freelancer,Rent,Urban,110033,927,701,0,15217,12378,0,26564,47,Education,5.86,Secured,No,9,6,0.9,1
4360,Female,44,Married,1,Postgraduate,Employed,Freelancer,Own,Urban,144695,1188,721,1,15410,13565,0,36407,88,Education,5.98,Unsecured,Yes,2,25,0.46,0
4361,Male,42,Single,1,High School,Self-Employed,Professional,Own,Urban,108582,4823,743,0,26968,25355,0,23267,54,Vehicle,7.55,Unsecured,No,9,13,0.41,1
4362,Female,33,Single,2,Graduate,Employed,Salaried,Own,Urban,76826,2133,750,2,35165,22165,0,20940,239,Home,8.19,Unsecured,Yes,2,14,0.29,1
4363,Male,30,Single,2,High School,Self-Employed,Business,Own,Suburban,50705,1993,320,1,29451,4188,0,6590,60,Home,12.04,Secured,Yes,2,21,0.99,1
4364,Male,47,Single,0,Postgraduate,Self-Employed,Professional,Own,Urban,85994,2544,849,2,38418,17417,0,22285,93,Home,5.45,Unsecured,Yes,5,29,0.12,1
4365,Female,43,Single,2,Postgraduate,Unemployed,Salaried,Own,Urban,64993,3391,715,2,9352,16381,0,20000,215,Personal,5.25,Secured,Yes,8,8,0.87,1
4366,Female,32,Single,1,Graduate,Unemployed,Freelancer,Rent,Suburban,100174,642,737,1,4209,2878,1,28748,122,Education,6.34,Unsecured,Yes,0,20,0.09,0
4367,Female,35,Single,3,Graduate,Employed,Business,Rent,Urban,84613,2709,773,1,33139,9232,0,21408,44,Education,7.8,Secured,Yes,5,23,0.38,1
4368,Male,47,Married,2,Graduate,Self-Employed,Freelancer,Own,Suburban,126603,4620,784,2,32910,26334,0,33463,34,Education,6.87,Secured,No,2,16,0.12,1
4369,Male,32,Married,3,High School,Unemployed,Professional,Own,Urban,91919,1040,831,1,28858,11311,0,26493,220,Personal,12.1,Secured,Yes,7,6,0.38,1
4370,Female,42,Single,0,Postgraduate,Self-Employed,Professional,Own,Urban,109062,2457,700,1,32749,4141,0,30716,175,Home,9.21,Unsecured,No,5,26,0.6,1
4371,Female,48,Divorced,2,Postgraduate,Self-Employed,Professional,Own,Suburban,76392,561,799,2,12458,5301,0,22026,107,Personal,11.43,Unsecured,Yes,3,7,0.94,1
4372,Female,41,Married,2,Postgraduate,Employed,Professional,Own,Suburban,87390,2459,837,2,49651,8711,0,23991,174,Vehicle,8.31,Unsecured,Yes,7,22,0.88,1
4373,Female,34,Single,0,High School,Unemployed,Business,Rent,Suburban,148829,518,793,0,27767,11411,0,35710,75,Personal,6.03,Unsecured,Yes,0,17,0.05,1
4374,Male,46,Married,1,Graduate,Self-Employed,Business,Own,Urban,135932,1095,848,2,46009,11209,1,25272,80,Home,6.1,Unsecured,Yes,4,24,0.74,1
4375,Male,46,Married,2,Graduate,Unemployed,Freelancer,Own,Suburban,142974,3558,842,1,19433,20404,0,33163,210,Vehicle,5.43,Secured,Yes,8,8,0.56,0
4376,Male,34,Single,1,High School,Unemployed,Freelancer,Rent,Suburban,77962,815,802,2,9469,3102,0,20499,43,Vehicle,11.27,Unsecured,No,6,14,0.21,1
4377,Male,47,Single,2,Graduate,Unemployed,Salaried,Rent,Suburban,148374,1407,833,1,2176,5992,0,27246,206,Home,12.49,Unsecured,No,4,26,0.78,1
4378,Male,21,Married,2,High School,Employed,Salaried,Own,Urban,48287,1626,412,2,4749,2125,0,14120,32,Home,12.12,Unsecured,No,5,27,0.71,0
4379,Female,32,Single,0,Graduate,Employed,Freelancer,Rent,Suburban,146665,2965,736,2,26550,10345,0,26793,187,Personal,11.92,Secured,No,0,21,0.43,1
4380,Male,26,Married,2,High School,Employed,Business,Own,Suburban,53135,4944,740,0,12251,17333,0,20000,72,Vehicle,10.67,Unsecured,No,6,10,0.86,1
4381,Female,38,Divorced,0,Graduate,Employed,Business,Other,Rural,149866,978,764,2,11664,3056,0,20801,144,Vehicle,12.7,Unsecured,Yes,1,21,0.55,1
4382,Male,32,Single,3,High School,Employed,Professional,Own,Urban,97964,4653,718,0,37606,8100,0,20493,80,Personal,13.26,Secured,No,3,28,0.19,1
4383,Male,47,Single,3,High School,Self-Employed,Freelancer,Rent,Urban,98442,3931,827,0,4619,24497,0,24439,221,Education,6.79,Unsecured,Yes,0,18,0.81,1
4384,Female,46,Married,3,Graduate,Employed,Professional,Other,Suburban,128290,1846,760,2,43851,14859,1,27272,222,Education,14.5,Secured,Yes,4,18,0.89,1
4385,Male,63,Married,3,Graduate,Unemployed,Freelancer,Own,Urban,49480,2924,318,0,16646,24362,0,14209,119,Personal,4.76,Secured,Yes,2,10,0.04,0
4386,Female,32,Married,1,Postgraduate,Self-Employed,Salaried,Own,Suburban,65083,723,840,0,41400,690,0,20000,26,Education,11.95,Unsecured,Yes,6,10,0.63,1
4387,Female,35,Single,0,High School,Employed,Professional,Rent,Suburban,55942,1409,553,0,42871,17442,1,6572,196,Education,11.49,Unsecured,Yes,3,5,0.05,0
4388,Female,32,Single,2,Postgraduate,Employed,Freelancer,Rent,Rural,76298,3827,826,0,37338,15088,0,20057,101,Vehicle,12.21,Secured,Yes,7,22,0.52,1
4389,Female,34,Married,2,Graduate,Unemployed,Freelancer,Own,Suburban,97864,2587,744,0,6798,4788,0,21605,183,Home,5.49,Unsecured,Yes,0,18,0.96,1
4390,Male,28,Single,1,High School,Self-Employed,Salaried,Own,Urban,145194,2823,740,2,20501,18215,1,31495,119,Home,12.74,Unsecured,Yes,7,8,0.46,1
4391,Male,35,Married,3,High School,Self-Employed,Salaried,Own,Suburban,73495,4866,736,1,10455,23001,0,21139,72,Vehicle,12.79,Secured,Yes,2,21,0.26,1
4392,Female,38,Married,3,Graduate,Self-Employed,Salaried,Rent,Suburban,65755,1643,744,2,2155,14537,0,20000,91,Personal,5.64,Secured,No,8,21,0.67,0
4393,Female,47,Single,0,Graduate,Employed,Business,Own,Urban,94341,2643,832,0,28714,4518,1,27674,235,Education,4.8,Secured,No,4,28,0.65,1
4394,Male,40,Married,3,Graduate,Self-Employed,Professional,Own,Suburban,77222,3193,736,0,22209,21196,1,20259,193,Home,5.25,Unsecured,Yes,9,16,0.96,1
4395,Male,59,Married,3,Graduate,Self-Employed,Professional,Rent,Suburban,41442,1339,596,2,30620,11149,0,9300,14,Home,12.27,Unsecured,No,4,8,0.74,0
4396,Female,32,Single,1,Graduate,Self-Employed,Professional,Own,Urban,69470,2683,516,2,23162,29422,1,12474,225,Home,9.73,Unsecured,No,1,14,0.57,0
4397,Female,32,Married,0,Postgraduate,Employed,Professional,Own,Urban,125753,4544,803,0,47797,25479,0,20286,229,Personal,13.71,Secured,Yes,1,25,0.07,1
4398,Female,39,Single,3,Graduate,Self-Employed,Salaried,Own,Urban,137160,3390,708,1,40057,1714,0,30676,155,Home,11.21,Secured,No,0,7,0.26,1
4399,Female,43,Married,3,Postgraduate,Self-Employed,Salaried,Rent,Urban,79788,4618,754,1,8026,27134,1,23629,41,Education,10.61,Unsecured,No,5,12,0.53,1
4400,Male,32,Single,1,Graduate,Unemployed,Professional,Own,Urban,141273,4229,723,0,17627,22719,0,21107,226,Home,14.42,Secured,No,5,22,0.95,1
4401,Female,41,Married,2,Postgraduate,Employed,Professional,Own,Urban,83626,4497,763,2,40894,5651,0,25067,25,Home,6.67,Unsecured,No,1,19,0.41,1
4402,Male,49,Single,0,Graduate,Employed,Business,Own,Suburban,87221,761,703,1,19274,21377,0,25519,151,Personal,7.31,Unsecured,No,2,5,0.13,0
4403,Female,42,Married,2,High School,Employed,Salaried,Rent,Urban,144811,2466,766,0,45312,2560,0,43093,194,Home,11.81,Unsecured,No,1,9,0.19,1
4404,Female,26,Single,2,High School,Employed,Professional,Own,Suburban,113518,4661,795,1,27947,10050,0,29411,60,Home,10.28,Secured,Yes,9,28,0.28,1
4405,Male,54,Divorced,0,Graduate,Unemployed,Business,Own,Suburban,49054,960,570,0,26315,22118,0,5857,143,Home,5.43,Secured,Yes,9,10,0.53,0
4406,Male,40,Single,1,High School,Employed,Professional,Rent,Urban,138474,3785,701,1,7707,19274,0,40766,68,Vehicle,12.0,Unsecured,Yes,5,14,0.38,1
4407,Male,41,Single,2,Postgraduate,Employed,Salaried,Own,Urban,46066,3172,543,0,11891,15583,0,12139,112,Education,10.54,Unsecured,No,8,29,0.49,1
4408,Male,41,Single,1,Graduate,Unemployed,Professional,Own,Rural,130391,3967,768,0,47290,9773,1,24828,232,Home,9.59,Unsecured,No,8,21,0.97,1
4409,Female,39,Divorced,2,Graduate,Employed,Professional,Own,Urban,104927,3089,738,1,12013,21394,0,29931,60,Personal,8.86,Secured,No,4,6,0.47,1
4410,Female,43,Married,0,High School,Self-Employed,Freelancer,Own,Urban,144980,2776,728,0,17246,115,0,21680,220,Vehicle,12.62,Unsecured,Yes,4,17,0.18,1
4411,Female,48,Married,3,Postgraduate,Employed,Business,Rent,Urban,134517,4618,789,2,32339,19090,1,26048,157,Education,5.48,Unsecured,No,0,8,0.36,1
4412,Female,47,Married,1,Postgraduate,Employed,Salaried,Own,Urban,59809,2017,763,1,8320,10438,0,20000,184,Personal,13.04,Unsecured,Yes,0,18,0.14,0
4413,Male,46,Single,3,Postgraduate,Self-Employed,Business,Rent,Suburban,149534,2122,780,0,975,29109,0,32527,110,Home,10.76,Unsecured,Yes,0,25,0.15,1
4414,Female,39,Married,3,High School,Unemployed,Business,Own,Urban,149928,1687,746,2,32385,17245,1,36889,207,Home,11.86,Secured,Yes,0,25,0.23,1
4415,Male,37,Single,3,Graduate,Unemployed,Freelancer,Own,Urban,128810,2413,798,2,29348,25393,0,32019,173,Home,12.59,Secured,No,6,16,0.75,1
4416,Female,41,Married,1,High School,Employed,Freelancer,Other,Urban,57843,1796,712,1,8702,4715,0,20000,126,Home,14.82,Unsecured,Yes,3,8,0.84,1
4417,Female,44,Divorced,2,Postgraduate,Employed,Freelancer,Own,Urban,114695,838,704,0,38103,29533,1,29817,20,Education,7.35,Secured,Yes,1,17,0.7,1
4418,Male,36,Married,1,High School,Unemployed,Business,Own,Urban,96642,3680,832,0,17275,12579,0,26954,155,Home,12.2,Secured,Yes,0,12,0.86,1
4419,Female,27,Married,2,High School,Unemployed,Salaried,Own,Urban,97476,3334,760,2,39382,15445,0,22699,32,Home,6.76,Secured,Yes,5,9,0.63,1
4420,Female,34,Single,1,Graduate,Self-Employed,Professional,Own,Urban,126540,4291,770,2,34660,12751,0,36499,148,Vehicle,12.32,Secured,Yes,9,26,0.1,0
4421,Male,34,Married,1,Graduate,Self-Employed,Professional,Own,Suburban,139990,4613,754,2,16095,20366,0,29811,237,Home,4.82,Unsecured,No,2,17,0.03,0
4422,Male,62,Single,1,High School,Self-Employed,Salaried,Rent,Urban,46117,2723,582,1,9948,14609,0,16824,155,Education,8.57,Secured,No,2,10,0.68,1
4423,Male,48,Divorced,0,Postgraduate,Employed,Professional,Own,Urban,71996,759,821,2,37643,15781,0,20504,216,Home,11.11,Secured,Yes,1,26,0.25,1
4424,Female,45,Married,0,Postgraduate,Employed,Freelancer,Rent,Urban,54049,1976,428,2,47162,15252,0,9011,200,Personal,6.46,Unsecured,No,2,9,0.84,0
4425,Male,31,Single,0,Graduate,Unemployed,Salaried,Other,Suburban,138767,2293,831,0,14890,15775,1,39116,110,Education,5.1,Unsecured,No,4,25,0.35,1
4426,Male,29,Divorced,1,High School,Unemployed,Freelancer,Own,Urban,51315,2415,827,2,7142,19129,0,20000,88,Education,11.61,Secured,No,3,14,0.01,0
4427,Female,33,Married,2,Postgraduate,Employed,Professional,Own,Suburban,97313,1035,755,2,27619,23038,0,23072,128,Home,7.43,Unsecured,Yes,0,13,0.2,1
4428,Male,28,Single,2,High School,Unemployed,Professional,Own,Urban,106177,1622,742,0,23252,8539,0,21099,190,Vehicle,6.06,Secured,Yes,0,15,0.37,0
4429,Female,27,Married,3,Postgraduate,Employed,Freelancer,Own,Urban,117054,1359,713,0,31878,12370,0,21868,142,Vehicle,13.54,Unsecured,Yes,1,7,0.84,0
4430,Male,60,Single,2,High School,Employed,Business,Own,Suburban,59642,2941,537,2,12223,25652,1,21181,220,Home,3.9,Secured,Yes,5,9,0.06,0
4431,Female,48,Married,3,Graduate,Employed,Professional,Own,Suburban,66651,3479,835,2,20197,8145,0,20000,200,Personal,7.99,Secured,Yes,0,25,0.28,1
4432,Male,41,Married,0,Graduate,Unemployed,Salaried,Own,Rural,113005,656,830,2,27763,5545,0,28830,77,Personal,8.83,Unsecured,No,4,16,0.17,1
4433,Male,26,Single,1,High School,Employed,Freelancer,Other,Urban,125208,1451,810,1,16771,15572,0,23363,144,Home,14.22,Secured,No,6,18,0.63,0
4434,Male,58,Married,1,High School,Employed,Business,Own,Suburban,35504,4529,311,0,36146,25885,0,11315,58,Home,14.57,Unsecured,Yes,1,28,0.3,1
4435,Male,30,Single,2,Graduate,Unemployed,Freelancer,Other,Urban,115892,3716,824,0,24811,8770,0,31011,137,Personal,3.61,Unsecured,No,3,6,0.66,1
4436,Female,47,Married,2,High School,Unemployed,Freelancer,Own,Urban,128391,3809,704,1,19993,20274,0,37308,37,Education,5.43,Unsecured,No,8,28,0.89,1
4437,Male,36,Married,3,High School,Employed,Freelancer,Other,Urban,93965,4243,745,1,47793,4872,0,23248,91,Vehicle,12.89,Unsecured,No,5,27,0.19,1
4438,Female,68,Married,2,Postgraduate,Self-Employed,Freelancer,Other,Urban,55199,3506,308,1,26048,22199,0,13184,177,Vehicle,11.9,Unsecured,Yes,7,29,0.13,0
4439,Female,38,Married,1,High School,Unemployed,Professional,Other,Urban,48876,2971,565,0,6174,28197,0,5715,214,Home,4.07,Unsecured,No,3,29,0.57,0
4440,Female,28,Single,3,Postgraduate,Employed,Salaried,Own,Urban,131572,2745,779,2,32416,16746,1,27983,36,Personal,14.81,Secured,Yes,9,13,0.22,1
4441,Male,60,Single,2,High School,Self-Employed,Salaried,Other,Urban,33186,2594,509,1,48873,788,0,8028,129,Home,13.19,Unsecured,Yes,7,27,0.34,1
4442,Male,54,Single,3,High School,Employed,Business,Own,Urban,38253,4506,357,1,27667,27304,1,12047,157,Home,4.97,Unsecured,No,9,6,0.06,0
4443,Male,44,Single,3,Postgraduate,Employed,Freelancer,Own,Urban,139415,551,841,2,26166,7294,0,26889,118,Education,11.03,Unsecured,Yes,6,28,0.35,1
4444,Male,30,Single,0,Graduate,Employed,Freelancer,Other,Urban,71762,3416,707,0,25565,8415,0,20703,14,Home,3.59,Unsecured,Yes,0,23,0.36,1
4445,Female,44,Single,1,High School,Employed,Professional,Other,Urban,110303,3790,731,0,14299,12911,0,31596,216,Home,11.8,Secured,No,3,12,0.06,1
4446,Female,65,Single,1,Postgraduate,Self-Employed,Professional,Own,Urban,25105,2112,580,2,5175,3666,1,9823,102,Personal,11.32,Secured,No,3,24,0.29,0
4447,Female,35,Single,2,Graduate,Employed,Professional,Other,Rural,73090,2560,703,1,6952,19181,0,20428,35,Home,10.63,Unsecured,Yes,4,29,0.51,1
4448,Male,58,Married,3,High School,Self-Employed,Freelancer,Rent,Urban,35683,2260,438,0,9361,22989,0,10752,52,Home,5.48,Secured,Yes,9,27,0.44,0
4449,Female,46,Single,1,High School,Employed,Professional,Own,Urban,77959,1322,845,1,31993,8229,0,22924,186,Home,8.57,Unsecured,No,3,14,0.64,0
4450,Female,40,Married,3,Graduate,Employed,Freelancer,Rent,Suburban,28165,2379,484,0,12448,21117,0,10452,137,Education,10.0,Unsecured,No,0,6,0.17,0
4451,Female,26,Married,2,High School,Employed,Business,Own,Urban,68806,2970,827,1,19923,5218,0,20392,225,Personal,11.81,Unsecured,No,0,19,0.83,1
4452,Female,28,Single,0,Graduate,Unemployed,Business,Own,Suburban,64569,2924,833,0,16364,9498,1,20000,43,Home,6.14,Secured,Yes,6,13,0.66,1
4453,Female,49,Single,2,High School,Employed,Salaried,Own,Suburban,63420,2672,551,0,5722,25294,1,15058,154,Home,7.28,Secured,No,0,10,0.97,1
4454,Male,33,Married,1,High School,Employed,Freelancer,Own,Urban,40087,2012,467,0,18607,17136,0,9950,124,Education,3.62,Secured,No,3,16,0.81,0
4455,Female,21,Married,0,High School,Employed,Salaried,Rent,Urban,51186,1290,482,2,37999,9804,0,6591,150,Home,13.05,Unsecured,No,6,10,0.4,0
4456,Female,33,Divorced,2,High School,Unemployed,Salaried,Rent,Urban,72701,3351,825,2,8261,22192,0,21349,36,Vehicle,10.67,Secured,Yes,1,22,0.4,0
4457,Female,46,Married,0,High School,Employed,Business,Other,Urban,137571,3061,751,0,43183,9314,0,20579,166,Home,13.29,Secured,No,7,21,0.88,1
4458,Female,32,Married,1,Graduate,Unemployed,Salaried,Other,Urban,81945,4750,799,0,43561,24785,1,20768,217,Education,13.31,Unsecured,No,7,8,0.14,0
4459,Female,31,Married,0,Postgraduate,Unemployed,Salaried,Own,Suburban,93332,709,744,1,41818,8837,1,22345,73,Education,6.9,Unsecured,Yes,9,16,0.2,1
4460,Male,42,Single,1,Graduate,Self-Employed,Professional,Own,Suburban,139523,816,836,1,22292,23323,1,41247,238,Personal,14.77,Secured,No,7,21,0.88,1
4461,Female,45,Divorced,3,High School,Employed,Professional,Own,Urban,83051,4002,702,1,13853,17389,1,23243,218,Personal,7.63,Unsecured,Yes,7,19,0.04,1
4462,Male,33,Married,3,Graduate,Self-Employed,Business,Own,Urban,100804,3503,784,0,24091,28367,1,29434,224,Home,5.65,Unsecured,No,1,15,0.11,1
4463,Male,43,Married,2,Postgraduate,Employed,Professional,Rent,Urban,53856,2073,546,1,49029,9551,0,16942,106,Home,11.1,Secured,Yes,6,24,0.98,0
4464,Male,34,Married,0,Graduate,Self-Employed,Professional,Own,Suburban,80195,612,761,0,43373,3125,0,20404,222,Education,9.41,Secured,No,6,13,0.42,1
4465,Male,46,Married,2,Postgraduate,Employed,Business,Own,Urban,142769,1372,771,2,47867,6925,1,21840,58,Personal,8.32,Unsecured,Yes,3,7,0.28,1
4466,Male,35,Divorced,0,High School,Employed,Professional,Own,Rural,56882,4462,738,0,11257,3466,0,20000,197,Home,6.59,Secured,Yes,6,19,0.09,1
4467,Female,49,Married,0,High School,Self-Employed,Business,Own,Urban,85353,1863,754,1,22784,29117,1,22033,74,Personal,3.66,Unsecured,No,2,13,0.1,1
4468,Female,49,Married,3,Postgraduate,Self-Employed,Business,Rent,Urban,141400,4125,810,0,5807,16509,1,25113,121,Vehicle,13.95,Unsecured,No,7,14,0.86,1
4469,Male,51,Married,1,Graduate,Employed,Business,Rent,Urban,43458,1947,406,1,36621,7279,0,14989,27,Personal,6.87,Unsecured,Yes,5,25,0.23,0
4470,Male,44,Single,2,Graduate,Employed,Business,Rent,Rural,32959,1870,341,2,45224,19136,0,6928,170,Vehicle,5.29,Unsecured,No,6,12,0.97,0
4471,Male,68,Married,0,Graduate,Employed,Professional,Own,Urban,59390,1650,551,1,30414,14748,0,23471,60,Personal,13.64,Secured,Yes,4,27,0.69,0
4472,Male,27,Single,0,High School,Employed,Salaried,Own,Urban,40756,3426,342,2,2878,16659,1,10689,125,Home,4.21,Unsecured,No,5,16,0.72,0
4473,Female,39,Married,2,Postgraduate,Unemployed,Freelancer,Own,Urban,88106,4497,730,2,32163,5511,0,24834,127,Vehicle,9.27,Unsecured,No,4,23,0.93,1
4474,Female,42,Married,0,High School,Self-Employed,Professional,Own,Suburban,82234,4881,846,1,20344,596,0,23552,126,Personal,13.59,Unsecured,Yes,3,15,0.97,1
4475,Male,29,Single,2,Postgraduate,Self-Employed,Freelancer,Rent,Suburban,104340,789,848,0,21886,6873,0,30438,64,Vehicle,12.22,Unsecured,No,8,14,0.2,1
4476,Female,36,Married,3,Postgraduate,Employed,Salaried,Rent,Urban,117131,553,746,2,46555,7320,0,31495,234,Home,7.16,Unsecured,No,9,11,0.82,1
4477,Male,32,Single,0,Graduate,Unemployed,Business,Own,Rural,124461,2118,739,2,41394,9193,1,26580,214,Vehicle,7.47,Unsecured,No,1,15,0.07,1
4478,Female,30,Divorced,1,High School,Employed,Freelancer,Own,Urban,138851,1756,825,0,36817,25407,0,27535,75,Vehicle,4.54,Unsecured,No,7,29,0.28,1
4479,Male,48,Married,1,Graduate,Unemployed,Freelancer,Other,Rural,104136,2837,809,2,21246,4896,0,27819,231,Vehicle,5.6,Secured,No,1,16,0.93,1
4480,Female,25,Married,3,Graduate,Self-Employed,Professional,Own,Suburban,99931,1965,720,1,31136,20354,0,25463,175,Personal,4.84,Secured,Yes,1,14,0.24,1
4481,Female,49,Single,1,Graduate,Employed,Business,Rent,Urban,125512,3732,787,2,49219,9976,0,20540,18,Home,9.48,Unsecured,No,7,18,0.84,1
4482,Male,37,Married,0,Graduate,Unemployed,Business,Rent,Suburban,138488,4458,708,1,10940,18981,1,27582,33,Vehicle,8.8,Secured,No,9,21,0.31,1
4483,Male,39,Divorced,0,High School,Employed,Salaried,Own,Urban,112991,1888,810,1,8049,5357,0,26359,175,Home,7.23,Secured,No,7,26,0.49,1
4484,Female,35,Married,2,High School,Employed,Business,Own,Suburban,138509,4127,735,0,27410,14349,0,35802,42,Vehicle,6.31,Secured,No,9,13,0.5,1
4485,Male,47,Divorced,2,Graduate,Employed,Professional,Own,Rural,142842,2222,711,0,30117,24653,1,40633,30,Personal,5.16,Secured,No,8,20,0.95,0
4486,Male,53,Married,0,Graduate,Employed,Business,Rent,Urban,31599,1727,362,2,33942,6518,0,5374,204,Vehicle,13.71,Unsecured,Yes,5,25,0.8,1
4487,Female,32,Divorced,3,Graduate,Employed,Freelancer,Rent,Urban,149569,2887,744,0,41636,10254,0,25593,72,Home,6.06,Unsecured,Yes,6,25,0.31,1
4488,Male,31,Married,0,Graduate,Unemployed,Salaried,Rent,Urban,51900,2888,782,2,23744,11007,0,20000,112,Home,11.79,Unsecured,No,5,20,0.1,1
4489,Male,44,Single,2,High School,Employed,Professional,Own,Rural,39859,4871,446,0,9627,9391,0,9485,104,Personal,13.03,Unsecured,No,9,6,0.49,0
4490,Female,37,Married,2,Postgraduate,Employed,Salaried,Rent,Urban,60678,503,812,1,32009,1295,0,20000,64,Home,11.76,Secured,Yes,9,8,0.07,1
4491,Male,45,Married,2,High School,Self-Employed,Professional,Rent,Suburban,75610,1523,796,0,29012,5869,0,22355,56,Home,3.92,Secured,Yes,1,7,0.95,0
4492,Female,29,Divorced,2,Graduate,Self-Employed,Business,Rent,Suburban,60144,4208,803,2,526,26142,0,20000,64,Home,8.96,Unsecured,Yes,5,15,0.75,0
4493,Female,25,Divorced,2,Graduate,Unemployed,Salaried,Own,Urban,135808,1011,810,0,34793,10262,0,34875,23,Home,5.09,Secured,No,7,16,0.66,1
4494,Male,33,Single,0,Postgraduate,Self-Employed,Salaried,Own,Urban,27263,1835,481,2,34401,12418,0,8108,93,Vehicle,8.84,Secured,Yes,4,12,0.65,0
4495,Male,28,Divorced,0,Postgraduate,Self-Employed,Salaried,Own,Urban,49789,4125,392,1,13059,19119,1,11642,160,Education,14.16,Secured,No,5,7,0.39,0
4496,Male,46,Single,0,Postgraduate,Employed,Business,Own,Suburban,87974,2535,835,2,40282,16206,0,20144,73,Home,6.94,Secured,Yes,4,13,0.23,1
4497,Female,42,Married,1,Graduate,Unemployed,Freelancer,Rent,Urban,58905,2084,824,0,41397,18201,0,20000,99,Education,10.0,Secured,Yes,6,19,0.65,1
4498,Male,48,Single,3,Postgraduate,Unemployed,Professional,Own,Urban,50077,2973,822,0,1833,1411,0,20000,237,Home,13.93,Unsecured,No,3,20,0.8,1
4499,Female,33,Married,1,Graduate,Unemployed,Freelancer,Other,Rural,85059,2303,730,0,2936,5083,0,24382,155,Personal,3.98,Unsecured,Yes,2,21,0.12,1
4500,Male,28,Divorced,1,High School,Employed,Business,Rent,Urban,134353,2836,744,1,24776,9714,0,22949,147,Vehicle,6.76,Secured,No,1,14,0.26,0
4501,Female,31,Single,1,High School,Employed,Freelancer,Own,Suburban,94562,2004,797,0,37405,13193,1,25415,130,Education,4.65,Secured,Yes,9,24,0.44,1
4502,Male,47,Single,3,Graduate,Unemployed,Professional,Own,Urban,100915,2408,814,1,33569,8022,0,20505,17,Vehicle,14.27,Secured,Yes,7,10,0.71,1
4503,Female,31,Single,2,Graduate,Self-Employed,Business,Own,Urban,117932,838,782,0,34317,23113,0,32952,14,Home,12.25,Unsecured,No,2,16,0.27,0
4504,Male,37,Single,3,Postgraduate,Self-Employed,Salaried,Own,Suburban,144262,4009,742,0,20412,12045,1,25396,39,Vehicle,9.42,Secured,Yes,4,9,0.05,0
4505,Male,43,Married,2,Postgraduate,Self-Employed,Salaried,Rent,Urban,67550,1300,783,2,25453,21121,0,20044,189,Personal,6.33,Secured,Yes,8,9,0.99,1
4506,Female,31,Single,0,Graduate,Unemployed,Salaried,Own,Suburban,137659,2649,744,1,33419,16699,0,39878,109,Home,7.06,Unsecured,Yes,5,27,0.83,1
4507,Female,38,Single,2,High School,Self-Employed,Freelancer,Own,Suburban,62334,4777,438,2,14414,12868,0,11535,71,Home,6.92,Unsecured,No,2,12,0.87,0
4508,Female,31,Single,2,High School,Self-Employed,Salaried,Own,Suburban,103423,2768,822,2,526,12505,0,20901,117,Personal,7.72,Unsecured,No,4,28,0.77,1
4509,Female,37,Married,1,High School,Self-Employed,Business,Rent,Urban,73448,765,709,2,44304,13454,1,21789,82,Personal,13.54,Unsecured,Yes,1,22,0.48,0
